mean,mean+std,mean-std,std
2.758266,2.9243114,2.5922205,0.16604549
2.5520208,2.7489579,2.3550837,0.19693708
2.9702103,3.2059371,2.7344835,0.23572691
2.958308,3.2086644,2.7079515,0.2503564
2.9881885,3.194014,2.782363,0.20582555
3.0067337,3.1850348,2.8284326,0.1783011
